name
Water
Hydrogen peroxide
Oxygen
Nitrogen
Carbon dioxide
Carbon monoxide
Methane
Ethane
Propane
Butane
Pentane
Hexane
Heptane
Octane
Nonane
Decane
Ethanol
Methanol
Isopropyl alcohol
Acetone
Acetic acid
Formic acid
Sulfuric acid
Hydrochloric acid
Nitric acid
Phosphoric acid
Ammonia
Sodium hydroxide
Potassium hydroxide
Calcium hydroxide
Sodium bicarbonate
Sodium carbonate
Calcium carbonate
Magnesium carbonate
Sodium chloride
Potassium chloride
Calcium chloride
Magnesium chloride
Sodium sulfate
Potassium sulfate
Magnesium sulfate
Calcium sulfate
Sodium nitrate
Potassium nitrate
Ammonium nitrate
Sodium phosphate
Potassium phosphate
Calcium phosphate
Sodium hypochlorite
Calcium hypochlorite
Sodium fluoride
Potassium fluoride
Sodium bromide
Potassium bromide
Sodium iodide
Potassium iodide
Sodium acetate
Potassium acetate
Calcium acetate
Ammonium acetate
Sodium citrate
Citric acid
Glucose
Fructose
Sucrose
Lactose
Maltose
Glycine
Alanine
Serine
Aspartic acid
Glutamic acid
Sodium glutamate
Urea
Creatine
Caffeine
Aspirin
Ibuprofen
Paracetamol
Lactic acid
Glycerol
Ethylene glycol
Propylene glycol
Acetaldehyde
Formaldehyde
Benzene
Toluene
Xylene
Phenol
Aniline
Pyridine
Acetonitrile
Dimethyl sulfoxide
Dimethylformamide
Chloroform
Dichloromethane
Carbon tetrachloride
Acetic anhydride
Sodium nitrite
Sodium sulfite
Sodium thiosulfate
Sodium sulfide
Hydrogen sulfide
Sulfur dioxide
Sodium borate
Boric acid
Sodium silicate
Silicon dioxide
Aluminum oxide
Iron(III) oxide
Iron(II) oxide
Copper(II) sulfate
Copper(II) chloride
Zinc sulfate
Zinc chloride
Lead(II) nitrate
Silver nitrate
Mercury(II) chloride
Sodium permanganate
Potassium permanganate
Sodium chromate
Potassium dichromate
Calcium oxide
Magnesium oxide
Sodium azide
Sodium cyanide
Potassium cyanide
Hydrogen cyanide
Sodium iodate
Potassium iodate
Sodium chlorate
Potassium chlorate
Sodium perchlorate
Potassium perchlorate
Sodium bromate
Potassium bromate
Potassium nitrite
Ammonium chloride
Ammonium sulfate
Ammonium carbonate
Ammonium bicarbonate
Ammonium phosphate
Sodium metabisulfite
Sodium bisulfate
Sodium bisulfite
Sodium bisulfate hydrate
Sodium carbonate decahydrate
Copper(II) sulfate pentahydrate
Magnesium sulfate heptahydrate
Calcium chloride dihydrate
Sodium thiosulfate pentahydrate
Sodium acetate trihydrate
Sodium tetraborate decahydrate
Calcium sulfate dihydrate
Calcium nitrate tetrahydrate
Aluminum sulfate
Aluminum chloride
Aluminum nitrate
Potassium alum
Sodium alum
Sodium benzoate
Benzoic acid
Salicylic acid
Oxalic acid
Malonic acid
Succinic acid
Fumaric acid
Maleic acid
Tartaric acid
Sodium tartrate
Potassium sodium tartrate
Sodium lactate
Potassium lactate
Calcium lactate
Sodium succinate
Sodium formate
Sodium propionate
Sodium butyrate
Sodium valproate
Glycolic acid
Malic acid
Phthalic acid
Adipic acid
Caprolactam
Polyethylene glycol
Sodium lauryl sulfate
Sodium dodecyl sulfate
